ip,rdns,country,city,lat,lon,asn,isp
180.252.166.0,N/A,Indonesia,Jakarta,-6.2257,106.8268,AS7713 PT Telekomunikasi Indonesia,PT Telekomunikasi Indonesia
190.14.224.27,1901422427.ip1.static.mediacommerce.com.co,Colombia,Santiago de Cali,3.4385,-76.523,AS27951 Media Commerce Partners S.A,Media Commerce Partners S.A
149.20.194.31,N/A,United States,Unknown,32.7797,-96.8022,AS13150 Cato Networks Ltd,Cato Networks Ltd
177.112.82.136,177-112-82-136.user.vivozap.com.br,Brazil,Maresias,-23.7941,-45.5597,AS26599 TELEFONICA BRASIL S.A,TELEFONICA BRASIL S.A
38.188.48.172,N/A,Venezuela,Unknown,8.0,-66.0,"AS273197 HHNETWORK T, C.A.","HHNETWORK T, C.A."
181.32.161.106,N/A,Colombia,Bogotá,4.6384,-74.1443,AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,COLOMBIA TELECOMUNICACIONES S.A. ESP BIC
179.7.73.143,N/A,Peru,Lima,-12.046,-77.0305,AS12252 America Movil Peru S.A.C.,America Movil Peru S.A.C.
177.125.41.214,177-125-41-214.redesiminternet.com.br,Brazil,São Francisco do Sul,-26.2637,-48.6353,AS52606 BRASILNETS COM. ATAC. DE EQ. INFORMATICA LTDA ME,BRASILNETS COM. ATAC. DE EQ. INFORMATICA LTDA ME
189.197.227.146,customer-IXM-CGN-227-146.megared.net.mx,Mexico,Tezontepec de Aldama,20.1679,-99.2903,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
190.107.235.198,198-236-107-190.ufinetlatam.net.ec,Ecuador,Tulcán,0.8,-77.7167,AS263245 CINECABLE TV,CINECABLE TV
152.58.96.36,N/A,India,Amritsar,31.6203,74.8765,AS55836 Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited
105.71.19.58,N/A,Morocco,Unknown,28.5,-10.0,AS36884 MAROCCONNECT,MAROCCONNECT
187.84.245.143,187-84-245-143.sempre.tec.br,Brazil,Formiga,-20.54,-45.4751,AS28198 SEMPRE TELECOMUNICACOES LTDA,SEMPRE TELECOMUNICACOES LTDA
38.51.210.219,219.210.51.38.in-addr.arpa,Venezuela,Maracaibo,10.6423,-71.6109,AS269730 TECNOVEN SERVICES CA,TECNOVEN SERVICES CA
187.190.133.85,fixed-187-190-133-85.totalplay.net,Mexico,Monterrey,25.7437,-100.408,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
176.29.169.57,N/A,Jordan,Amman,31.9555,35.9435,AS48832 Jordanian mobile phone services Ltd,Jordanian mobile phone services Ltd
148.230.194.196,fixed-148-230-194-196.totalplay.net,Mexico,Yautepec,18.9279,-98.9616,AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
111.90.247.210,N/A,Philippines,Unknown,14.5955,120.9721,AS4775 Globe Telecoms,Globe Telecoms
196.208.48.201,196-208-48-201.ip.broadband.ddii.network,South Africa,Cape Town,-33.9258,18.4259,AS20011 NTT-DATA-Inc,NTT-DATA-Inc
157.48.74.113,N/A,India,Kota,25.1843,75.8353,AS55836 Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited
181.115.215.104,N/A,Bolivia,Santa Cruz,-17.7834,-63.1822,AS6568 EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
177.117.206.71,177-117-206-71.user.vivozap.com.br,Brazil,Unknown,-22.8305,-43.2192,AS26599 TELEFONICA BRASIL S.A,TELEFONICA BRASIL S.A
213.5.196.231,N/A,Ukraine,Unknown,50.4522,30.5287,AS50012 LLC best-link,LLC best-link
45.230.169.255,N/A,Venezuela,Caracas,10.4873,-66.8738,AS266742 SOLUCIONES DCN NETWORK C.A,SOLUCIONES DCN NETWORK C.A
139.5.39.101,N/A,India,Bathinda,30.206,74.9302,AS132768 Five network Broadband Solution Pvt Ltd,Five network Broadband Solution Pvt Ltd
105.117.10.123,N/A,Nigeria,Abuja,9.0567,7.4969,AS36873 Celtel Nigeria Limited t.a ZAIN,Celtel Nigeria Limited t.a ZAIN
148.244.165.134,static-148-244-165-134.alestra.net.mx,Mexico,Tuxtla Gutiérrez,16.753,-93.1651,"AS11172 Alestra, S. de R.L. de C.V.","Alestra, S. de R.L. de C.V."
193.163.55.39,39.nat.octopus-online.ru,Russia,Bol'shoye Soldatskoye,51.3379,35.5067,AS212456 Telecom-orel LLC,Telecom-orel LLC
46.43.70.254,STATIC-46.43.70.254.mada.ps,Palestine,Unknown,31.9216,35.2033,AS51407 Mada Al-Arab General Services Company,Mada Al-Arab General Services Company
177.136.209.157,177-136-209-157.user.conectnet.net,Brazil,Nova Hartz,-29.6001,-50.9064,AS52685 Conectnet Telecomunicacoes Ltda.,Conectnet Telecomunicacoes Ltda.
185.234.63.131,N/A,Kazakhstan,Kostanay,53.2123,63.6281,AS48503 Mobile Telecom-Service LLP,Mobile Telecom-Service LLP
46.98.136.216,N/A,Ukraine,Dnipro,48.4604,35.033,AS15377 Traditional LLC,Traditional LLC
190.206.152.206,190-206-152-206-mil-01-p68.cantv.net,Venezuela,Unknown,8.0,-66.0,"AS8048 CANTV Servicios, Venezuela","CANTV Servicios, Venezuela"
180.214.128.121,N/A,India,Amloh,30.609,76.2327,AS17917 Quadrant Televentures Limited,Quadrant Televentures Limited
38.58.137.4,N/A,Mexico,El Pueblito,20.4087,-100.4543,AS174 COGENT-174,COGENT-174
2.212.203.118,dynamic-002-212-203-118.2.212.pool.telefonica.de,Germany,Wiesenbach,49.3634,8.8088,AS6805 Telefonica Germany,Telefonica Germany
195.170.198.66,N/A,Russia,Unknown,55.7386,37.6068,AS8299 Jsc Infotel,Jsc Infotel
105.245.101.40,vc-gp-n-105-245-101-40.umts.vodacom.co.za,South Africa,Pretoria,-25.757,28.1443,AS29975 VODACOM,VODACOM
45.164.88.199,199.88.164.45.maistechtelecom.com.br,Brazil,Aparecida do Rio Negro,-10.0586,-47.9673,AS268610 Mais Tech Telecom,Mais Tech Telecom
177.229.212.162,customer-MCA-TGZ-212-162.megared.net.mx,Mexico,San Cristóbal de las Casas,16.7155,-92.5855,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
45.172.96.77,N/A,Brazil,Osvaldo Cruz,-21.6711,-50.8425,AS271253 LINK BRASIL TELECOMUNICACOES LTDA,LINK BRASIL TELECOMUNICACOES LTDA
186.99.235.220,N/A,Colombia,Unknown,4.5981,-74.0799,AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,COLOMBIA TELECOMUNICACIONES S.A. ESP BIC
190.97.240.17,N/A,Venezuela,Mérida,8.5859,-71.1629,AS263703 VIGINET C.A,VIGINET C.A
200.96.16.250,200-96-16-250.mganm7026.t.brasiltelecom.net.br,Brazil,Pinhais,-25.4235,-49.1558,AS8167 V tal,V tal
190.218.251.235,N/A,Panama,Panama City,8.9948,-79.523,AS18809 Cable Onda,Cable Onda
45.170.228.150,N/A,Brazil,São Paulo,-23.6293,-46.6351,AS268710 YES FIBRA TELECOMUNICACOES LTDA,YES FIBRA TELECOMUNICACOES LTDA
181.211.43.151,151.43.211.181.static.anycast.cnt-grms.ec,Ecuador,Unknown,-0.0849,-78.4995,AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
138.185.139.134,N/A,Ecuador,Hacienda Ibarra,-0.2986,-78.5523,AS263805 SOLUCIONES AVANZADAS INFORMATICAS Y TELECOMUNICACIONES SAITEL,SOLUCIONES AVANZADAS INFORMATICAS Y TELECOMUNICACIONES SAITEL
112.200.33.203,112.200.33.203.pldt.net,Philippines,Valenzuela,14.7061,120.9888,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
201.167.132.183,201.167.132.183-clientes-zap-izzi.mx,Mexico,Tapachula,15.0167,-92.2198,"AS16960 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
90.212.34.120,N/A,United Kingdom,Waltham Forest,51.5598,-0.0096,AS5607 Sky UK Limited,Sky UK Limited
146.158.30.57,N/A,Ukraine,Dnipro,48.4604,35.033,AS202668 Karelova Olena Viktorivna,Karelova Olena Viktorivna
177.254.29.34,Dinamic-Tigo-177-254-29-34.tigo.com.co,Colombia,Sabaneta,6.1561,-75.6208,AS27831 Colombia Movil,Colombia Movil
138.186.233.101,138.186.233-101.line.net.br,Brazil,Toledo,-24.7337,-53.8202,AS262979 LINE TELECOM LTDA,LINE TELECOM LTDA
157.49.117.34,N/A,India,New Delhi,28.6327,77.2198,AS55836 Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited
189.216.232.22,customer-189-216-232-22.cablevision.net.mx,Mexico,Toluca,19.2693,-99.6718,"AS28548 Cablevision, S.A. de C.V.","Cablevision, S.A. de C.V."
187.13.11.91,N/A,Brazil,Aracaju,-10.9823,-37.1033,AS7738 V tal,V tal
191.37.169.162,191.37.169.162.teracorporation.com.br,Brazil,São Paulo,-23.6293,-46.6351,AS271023 TERA SOLUCOES,TERA SOLUCOES
191.243.78.181,191-243-78-181.telecomconectividade.net.br,Brazil,Cachoeiras de Macacu,-22.4861,-42.7133,AS263499 Telecom Conectividade,Telecom Conectividade
45.182.63.51,45-182-63-51.vamos.com.vc,Brazil,Luziânia,-16.2481,-47.9437,AS269220 Vamos Internet Telecom Ltda,Vamos Internet Telecom Ltda
105.71.132.38,N/A,Morocco,Unknown,28.5,-10.0,AS36884 MAROCCONNECT,MAROCCONNECT
45.191.141.175,45-191-141-175.ezernet.com.br,Brazil,São Paulo,-23.6293,-46.6351,AS269674 EZER INTERNET,EZER INTERNET
177.38.193.44,N/A,Brazil,São Miguel dos Campos,-9.8579,-35.9807,AS262409 CLICK82 SERVICOS DE COMUNICACAO EIRELI,CLICK82 SERVICOS DE COMUNICACAO EIRELI
187.85.18.180,180.18.85.187.in-addr.arpa.verointernet.com.br,Brazil,Bauru,-22.2635,-49.1364,AS262659 America-NET Ltda.,America-NET Ltda.
200.180.211.106,200-180-211-106.user3p.v-tal.net.br,Brazil,São Leopoldo,-29.7592,-51.1477,AS8167 V tal,V tal
180.191.229.90,N/A,Philippines,General Trias,14.4309,120.9025,AS4775 Globe Telecoms,Globe Telecoms
41.251.123.103,N/A,Morocco,Casablanca,33.5922,-7.6184,AS36903 MT-MPLS,MT-MPLS
190.97.243.59,N/A,Venezuela,Mérida,8.5859,-71.1629,AS263703 VIGINET C.A,VIGINET C.A
103.146.32.89,N/A,India,Unknown,21.9974,79.0011,AS139506 Uniqe Telecare Pvt Ltd,Uniqe Telecare Pvt Ltd
177.226.169.38,customer-VJO-CGN-169-38.megared.net.mx,Mexico,Tlalnepantla,19.5324,-99.1897,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
93.171.102.145,93-171-102-145.cgnat.rtatelecom.ru,Russia,Angarsk,52.4546,103.8195,AS61406 Zavod RTA Ltd.,Zavod RTA Ltd.
178.149.222.168,cable-178-149-222-168.dynamic.sbb.rs,Serbia,Valjevo,44.279,19.8989,AS31042 Serbia BroadBand-Srpske Kablovske mreze d.o.o.,Serbia BroadBand-Srpske Kablovske mreze d.o.o.
119.93.26.45,119.93.26.45.static.pldt.net,Philippines,Bacolod City,10.6689,122.9466,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
168.196.138.93,N/A,Brazil,São Paulo,-23.6293,-46.6351,AS264367 AVATO TECNOLOGIA S.A,AVATO TECNOLOGIA S.A
176.108.124.90,N/A,Ukraine,Berehomet,48.1788,25.351,AS213228 OPANKI.NET Ltd.,OPANKI.NET Ltd.
181.233.89.123,N/A,Venezuela,Cabimas,10.3991,-71.4521,AS271907 COLNETWORK C.A.,COLNETWORK C.A.
58.10.2.27,cm-58-10-2-27.revip7.asianet.co.th,Thailand,Pattaya,13.0508,100.9367,AS17552 True Online,True Online
70.77.104.74,S01068c763f7ffdb6.cg.shawcable.net,Canada,Calgary,51.1125,-114.0489,AS6327 SHAW,SHAW
187.161.118.43,187.161.118.43-clientes-izzi.mx,Mexico,Monterrey,25.6196,-100.2699,"AS265594 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
198.242.49.7,N/A,United States,Arlington,38.9064,-77.1278,AS174 COGENT-174,COGENT-174
38.150.88.212,N/A,Venezuela,Tucupita,9.0721,-62.0512,"AS272118 DATALINK, C.A.","DATALINK, C.A."
185.132.0.73,N/A,Ukraine,Odesa,46.4752,30.7338,AS203447 Miratel Ltd,Miratel Ltd
189.219.98.230,189.219.98.230-clientes-izzi.mx,Mexico,Monterrey,25.7867,-100.3714,"AS265594 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
102.164.252.40,N/A,Equatorial Guinea,Bata,1.8626,9.7616,AS328311 Conexxia-AS,Conexxia-AS
37.214.28.151,mm-151-28-214-37.mgts.dynamic.pppoe.byfly.by,Belarus,Minsk,53.901,27.5707,AS6697 Republican Unitary Telecommunication Enterprise Beltelecom,Republican Unitary Telecommunication Enterprise Beltelecom
177.55.229.74,177.55.229.74.blinktelecom.com.br,Brazil,Belo Horizonte,-19.9029,-43.9572,AS28656 BTT TELECOMUNICACOES S.A.,BTT TELECOMUNICACOES S.A.
194.35.232.171,N/A,United Kingdom,Poplar,51.5064,-0.02,AS62240 Clouvider Limited,Clouvider Limited
124.120.201.125,ppp-124-120-201-125.revip2.asianet.co.th,Thailand,Bangkok,13.7101,100.4543,AS17552 True Online,True Online
177.130.68.76,177-130-68-76.sempre.tec.br,Brazil,São Joaquim de Bicas,-20.0578,-44.2498,AS28198 SEMPRE TELECOMUNICACOES LTDA,SEMPRE TELECOMUNICACOES LTDA
187.161.80.99,187.161.80.99-clientes-izzi.mx,Mexico,Saltillo,25.197,-101.0849,"AS11888 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
116.50.174.170,170.174.50.116.ids.service.static.eastern-tele.com,Philippines,Quezon City,14.6263,121.0399,"AS9658 Eastern Telecoms Phils., Inc.","Eastern Telecoms Phils., Inc."
75.183.165.22,syn-075-183-165-022.res.spectrum.com,United States,North Myrtle Beach,33.8341,-78.6586,AS11426 TWC-11426-CAROLINAS,TWC-11426-CAROLINAS
95.5.65.44,95.5.65.44.static.ttnet.com.tr,Türkiye,Kayseri,38.8787,35.3801,AS47331 Turk Telekom,Turk Telekom
187.62.155.70,N/A,Brazil,Floriano,-6.8334,-43.1309,AS28160 MEGALINK INTERNET,MEGALINK INTERNET
27.49.68.54,27.49.68.54.convergeict.com,Philippines,Cebu City,10.3099,123.893,AS17639 Converge ICT Solutions Inc.,Converge ICT Solutions Inc.
189.216.43.158,customer-189-216-43-158.cablevision.net.mx,Mexico,Tlalnepantla,19.5127,-99.2,"AS28548 Cablevision, S.A. de C.V.","Cablevision, S.A. de C.V."
177.249.27.211,177.249.27.211-clientes-zap-izzi.mx,Mexico,Guadalajara,20.6381,-103.348,"AS270161 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
45.224.22.52,52-22-224-45.ufinetlatam.net.ec,Ecuador,Riobamba,-1.6727,-78.6483,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.
2.63.201.145,N/A,Russia,Novosibirsk,55.0362,82.9479,AS12389 Rostelecom,Rostelecom
222.127.188.13,N/A,Philippines,Lahug,10.3099,123.893,AS132199 Globe Telecom Inc.,Globe Telecom Inc.
122.3.111.84,122.3.111.84.pldt.net,Philippines,Abucay Sur,9.65,123.9667,AS9299 Philippine Long Distance Telephone Company,Philippine Long Distance Telephone Company
103.116.13.129,N/A,Indonesia,Unknown,-6.175,106.8286,AS131769 PT Mayatama Solusindo,PT Mayatama Solusindo
187.136.98.26,acceso-187.136.98.26.prod-infinitum.com.mx,Mexico,Heroica Matamoros,26.0167,-97.8333,AS8151 UNINET,UNINET
189.203.88.206,fixed-189-203-88-206.totalplay.net,Mexico,Apodaca,25.7715,-100.2698,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
95.26.157.237,95-26-157-237.broadband.corbina.ru,Russia,Nizhniy Novgorod,56.3327,44.0012,AS8402 PVimpelCom,PVimpelCom
181.117.184.80,host80.181-117-184.in-addr.arpa.claro.com.py,Paraguay,Luque,-25.2682,-57.4863,AS11664 Techtel LMDS Comunicaciones Interactivas S.A.,Techtel LMDS Comunicaciones Interactivas S.A.
186.179.163.179,N/A,Suriname,Paramaribo,5.8667,-55.1642,AS27775 Telecommunicationcompany Suriname - TeleSur,Telecommunicationcompany Suriname - TeleSur
189.37.73.41,N/A,Brazil,Uberlândia,-19.0233,-48.3348,AS16735 ALGAR TELECOM SA,ALGAR TELECOM SA
213.204.127.6,N/A,Lebanon,Unknown,33.8333,35.8333,AS39010 TerraNet sal,TerraNet sal
38.191.54.250,semfronteiras.net.br,Brazil,Rio Branco,-9.9757,-67.8134,AS266475 SEM FRONTEIRAS TELECOMUNICACOES LTDA,SEM FRONTEIRAS TELECOMUNICACOES LTDA
202.148.58.72,N/A,India,Unknown,21.9974,79.0011,AS24186 RailTel Corporation of India Ltd,RailTel Corporation of India Ltd
92.155.134.60,N/A,France,Tulle,45.2703,1.7753,AS3215 Orange,Orange
38.188.234.130,N/A,Venezuela,Cumaná,10.463,-64.1656,AS273173 TELECOM 3 C.A,TELECOM 3 C.A
68.56.102.243,c-68-56-102-243.hsd1.mi.comcast.net,United States,Dearborn,42.3344,-83.1756,AS7922 COMCAST-7922,COMCAST-7922
186.233.183.88,186.233.183.88-rev.raimax.com.br,Brazil,São Lourenço,-22.1154,-45.0293,AS53209 Mantiqueira Tecnologia Ltda.,Mantiqueira Tecnologia Ltda.
38.224.211.30,N/A,Colombia,Garzón,2.1909,-75.6282,AS274054 @SONET COLOMBIA SAS,@SONET COLOMBIA SAS
189.216.235.20,customer-189-216-235-20.cablevision.net.mx,Mexico,Toluca,19.2693,-99.6718,"AS28548 Cablevision, S.A. de C.V.","Cablevision, S.A. de C.V."
41.56.173.50,N/A,South Africa,Cape Town,-33.9258,18.4259,AS37105 RAIN-GROUP-HOLDINGS,RAIN-GROUP-HOLDINGS
197.95.30.116,197-95-30-116.ftth.web.africa,South Africa,Cape Town,-33.914,18.4129,AS20011 NTT-DATA-Inc,NTT-DATA-Inc
102.207.2.22,N/A,Ivory Coast,Abidjan,5.3536,-4.0012,AS37190 ATLANTIQUE-TELECOM,ATLANTIQUE-TELECOM
189.214.72.209,N/A,Mexico,Unknown,19.4371,-99.0111,Unknown,Unknown
154.200.236.10,N/A,Venezuela,Unknown,8.0,-66.0,"AS273155 DATANET VZLA 2021, C.A","DATANET VZLA 2021, C.A"
189.149.0.15,dsl-15-0-149-189-dynamic.prod-infinitum.com.mx,Mexico,Chalco,19.2858,-98.9155,AS8151 UNINET,UNINET
177.249.172.103,177.249.172.103-clientes-zap-izzi.mx,Mexico,Guadalajara,20.6381,-103.348,"AS270161 Television Internacional, S.A. de C.V.","Television Internacional, S.A. de C.V."
186.42.0.173,173.0.42.186.static.anycast.cnt-grms.ec,Ecuador,Quito,-0.2309,-78.5211,AS27757 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
177.52.82.39,177-52-82-39.alcanstelecom.com.br,Brazil,Ribeirão Preto,-21.1746,-47.7996,AS262439 ALCANS SERVICOS EM TELECOMUNICACOES LTDA,ALCANS SERVICOS EM TELECOMUNICACOES LTDA
189.216.40.156,customer-189-216-40-156.cablevision.net.mx,Mexico,Tlalnepantla,19.5127,-99.2,"AS28548 Cablevision, S.A. de C.V.","Cablevision, S.A. de C.V."
168.205.222.244,N/A,Brazil,São Nicolau,-28.2228,-55.2528,AS264866 Jurandir Vieira da Silva e CIA EIRELI,Jurandir Vieira da Silva e CIA EIRELI
45.162.199.119,N/A,Brazil,São Bernardo do Campo,-23.695,-46.5616,AS268538 Conecta Network Telecom LTDA,Conecta Network Telecom LTDA
45.172.72.60,45-172-72-60.grupolivenet.com.br,Brazil,Brasília,-15.7783,-47.9319,AS268760 LIVENET SERVICOS DE COMUNICACAO MULTMIDIA LTDA ME,LIVENET SERVICOS DE COMUNICACAO MULTMIDIA LTDA ME
31.42.178.55,N/A,Ukraine,Shepetivka,50.1968,27.0799,AS212604 WiNet LLc,WiNet LLc
91.211.133.8,N/A,Ukraine,Rivne,50.6223,26.2396,AS206257 LLC Lana-it,LLC Lana-it
182.5.237.64,N/A,Indonesia,Sidoarjo,-7.4269,112.7161,AS23693 PT. Telekomunikasi Selular,PT. Telekomunikasi Selular
165.16.68.160,N/A,Libya,Tripoli,32.8908,13.1796,AS37284 Aljeel-net,Aljeel-net
189.84.101.160,101-160.jaguanet.net.br,Brazil,Jaguapitã,-23.0763,-51.583,AS270893 JAGUARNET TELECOMUNICACAO LTDA,JAGUARNET TELECOMUNICACAO LTDA
141.105.175.226,static-host-141-105-175-226.awasr.om,Oman,Muscat,23.578,58.4021,AS204170 Awaser Oman LLC,Awaser Oman LLC
177.231.184.187,customer-TOR-CGN-184-187.megared.net.mx,Mexico,Torreón,25.5491,-103.389,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
105.127.15.27,N/A,Nigeria,Unknown,10.0,8.0,Unknown,Unknown
201.222.37.50,N/A,Brazil,Guarulhos,-23.4118,-46.4392,AS271266 CelNets Telecom Fiber,CelNets Telecom Fiber
45.5.89.17,N/A,Brazil,Abreu e Lima,-7.8808,-34.9862,AS266084 F DOS S BEZERRA PONTES - ME,F DOS S BEZERRA PONTES - ME
186.237.135.224,N/A,Brazil,São José do Rio Preto,-20.8188,-49.3711,AS28330 AS28330,AS28330
45.151.238.251,N/A,Ukraine,Rivne,50.6223,26.2396,AS206257 LLC Lana-it,LLC Lana-it
45.172.66.250,45-172.66-250.dynamic.area51telecom.com.br,Brazil,Ponta Porã,-22.5403,-55.7232,AS268791 E C de CANO,E C de CANO
177.244.65.181,customer-TLX-CGN-65-181.megared.net.mx,Mexico,Apizaco,19.4192,-98.1255,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
131.221.162.41,131-221-162-41.cliente.interativars.com.br,Brazil,Arroio do Tigre,-29.2594,-53.063,AS264434 Rech e Bernardi LTDA ME,Rech e Bernardi LTDA ME
94.77.163.198,N/A,Russia,Unknown,55.7386,37.6068,AS8359 MTS PJSC,MTS PJSC
45.175.50.33,N/A,Brazil,Ribeirão das Neves,-19.7642,-44.0883,AS268884 LIKEE FIBRA LTDA,LIKEE FIBRA LTDA
187.189.87.118,fixed-187-189-87-118.totalplay.net,Mexico,Ciudad Nezahualcoyotl,19.3935,-99.0263,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
200.223.58.116,200-223-58-116.user3p.veloxzone.com.br,Brazil,São Luís,-2.5278,-44.3049,AS7738 V tal,V tal
151.254.5.43,N/A,Saudi Arabia,Riyadh,24.6869,46.7224,AS39891 Saudi Telecom Company JSC,Saudi Telecom Company JSC
190.97.228.76,N/A,Venezuela,Caracas,10.4873,-66.8738,AS263703 VIGINET C.A,VIGINET C.A
177.224.131.68,customer-COL-CGN-131-68.megared.net.mx,Mexico,Ciudad de Villa de Álvarez,19.2739,-103.7438,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
143.137.156.66,N/A,Brazil,Capelinha,-17.6873,-42.5057,AS263099 STIW Sistema de Telecom. Inf e Wireless LTDA,STIW Sistema de Telecom. Inf e Wireless LTDA
45.181.113.193,193.113.netfibrabr.com.br,Brazil,José Bonifácio,-21.0528,-49.6883,AS269181 NET FIBRA SCM LTDA,NET FIBRA SCM LTDA
189.239.221.208,acceso-189.239.221.208.prod-infinitum.com.mx,Mexico,Nuevo Laredo,27.479,-99.6724,AS8151 UNINET,UNINET
187.189.246.107,fixed-187-189-246-107.totalplay.net,Mexico,Guadalajara,20.6802,-103.3404,AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV,TOTAL PLAY TELECOMUNICACIONES SA DE CV
186.233.49.94,N/A,Brazil,Macaé,-22.3822,-41.7793,AS263982 POWERNET SOLUTIONS LTDA,POWERNET SOLUTIONS LTDA
189.199.45.208,customer-TAP-CGN-45-208.megared.net.mx,Mexico,Tapachula,14.8905,-92.27,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
177.93.57.5,azteca-comunicaciones.com,Colombia,Istmina,5.1618,-76.6802,AS262186 TV AZTECA SUCURSAL COLOMBIA,TV AZTECA SUCURSAL COLOMBIA
200.8.235.82,N/A,Venezuela,Barcelona,10.1369,-64.6864,AS21826 Corporacion Telemic C.A.,Corporacion Telemic C.A.
138.84.115.231,N/A,Philippines,Davao City,7.0712,125.6089,AS4775 Globe Telecoms,Globe Telecoms
186.232.211.231,as53196.mg.netstar.com.br,Brazil,Senador Firmino,-20.8968,-43.1103,AS53196 NETSTAR SOLUCOES LTDA,NETSTAR SOLUCOES LTDA
168.121.155.85,N/A,Brazil,Ipaumirim,-6.8088,-38.7323,AS265313 ANDERLINE TELECOMUNICACOES E MULTIMIDIA LTDA,ANDERLINE TELECOMUNICACOES E MULTIMIDIA LTDA
112.198.226.116,N/A,Philippines,Iloilo City,10.7019,122.5622,AS4775 Globe Telecoms,Globe Telecoms
45.250.231.225,N/A,Bangladesh,Unknown,23.7018,90.3742,AS134180 Md. Shariful Islam TA BRISK SYSTEMS,Md. Shariful Islam TA BRISK SYSTEMS
186.226.238.135,N/A,Brazil,Rio de Janeiro,-22.9072,-43.1883,AS28333 Local Datacenter Solucoes em Comunicacao Ltda.,Local Datacenter Solucoes em Comunicacao Ltda.
177.245.226.2,customer-LEON-CGN-226-2.megared.net.mx,Mexico,León,21.1824,-101.7576,"AS13999 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V."
102.23.21.106,N/A,Burkina Faso,Ouagadougou,12.3729,-1.5264,AS36924 GVA-Canalbox,GVA-Canalbox
160.238.124.235,N/A,Ukraine,Lutsk,50.7614,25.331,AS212372 Coolnet LLC,Coolnet LLC
181.59.3.238,static-ip-181593238.cable.net.co,Colombia,Soacha,4.5842,-74.2134,AS10620 Telmex Colombia S.A.,Telmex Colombia S.A.
194.35.250.11,N/A,Albania,Lushnjë,40.9437,19.7017,AS202433 Acenet sh.p.k.,Acenet sh.p.k.
177.223.50.80,80-50-223-177.bigline.com.br,Brazil,Itapetim,-7.3972,-37.1347,AS263500 Star Telecom SA,Star Telecom SA
138.186.162.131,ipv4-clie-162-131.researchsrl.com.ar,Argentina,Posadas,-27.3833,-55.8833,AS61449 RESEARCH SRL,RESEARCH SRL
